Review,Rating
"horror nightmare come true hotel infested scabies ants cockroaches, not stay there.many members 31 group reported insect infestation rooms bitten bed bugs.tab water rooms yellow.hotel inaccessible located far north not really accessible bus car, hardly restaurants food stores nearby.clerks unfriendly hastled.massive groups stay noisy busy.breakfast buffet dirty dishes.again not stay,  ",1
"disgusting customer service owner/manager rude service provided disgusting, website bears no resemblance actual hotel, 2 dogs run free lobby fight continuously.we moved moved morgan boutique street away,  ",1
"nice grounds pathetic service standards perspective frequent business traveler member highest tier hotel chain frequent stay program.good grounds nicely manicured original frank lloyd wright buildings iconic, service biltmore grill good, upgraded king room spacious.bad pathetic service starts arrival, valet/bell desk not offer help luggage, desk keys n't work causing return keys, 5 minute walk room summer 100+ degree temperatures, clock radio broken, coffee maker request none room delivered used filter coffee grounds, housekeeping wake banging door 7:00 twice n't answer, fitness center start turning lights tvs 30 minutes closing 8:30 working, told no umbrellas borrow lightning storm comes, upgraded king room bathroom shabby shower small, food biltmore grill priced small portions, room safe not large small laptop, recommendation want experience arizona biltmore just visit meal drink stay following royal palms phoenician fairmont scottsdale princess sanctuary camelback boulders westin kierland ritz-carlton seasons scottsdale,  ",1
"carefull make reservation, wish stayed marriott, reservation nightmare finally cancelled, quoted price room details marriott phone confirmation got email confirmation information different, called got different person time cost went, different people mariott quoted different prices reservation 3 times 15 minutes, hotel room occupancy charge 4 people hotel wanted charge additional 25 person night 3rd fourth person, said opt resort fee online phone said email confirmation not, not guarentee 2 double beds wanted charge additional 30/bed/night 2 rollaways 2 adult children, none charges mentioned phone email confirmation, 3rd time called marriott said nothing cancelled trip, disappointed process, sure check email confirmation make sure price quoted phone online,  ",1
"staff management make place loser n't stay, place enjoy beutiful beach.to start positives great beach nice swimming pool food average all-inclusive resort.i agree reviewer drinks terrible, just drank rum cokes gin tonics not ruined.the main issue indifferent disrepectful staff, check immediately apparent staff no sense hospitality conduct like government clerks, n't welcome smile use words like thank, particular nightmare began family sent rooms arrival turned service leaks, maids not let, called desk told wait, hours later waiting bags building rooms, eventually moved bags discovered no working a/c new building sent smoking room despite request nonsmoking, desk did not care unaware building no a/c, air conditioning restored hours later.the room smelled terrible treated running fan continually pillow smelled like vomit, called hourly new pillow eventuallly arrived midnight hours request, asked speak manager times told unavailable.the room door lock did not work fixed week, afraid try room not knowing bad be.virtually staff member met unhelpful unfriendly incompetent, friendly ones ones trying sell vacation club memberships parasailing trips, went snorkelling trip glass boat, boat went 5 miles hour, fish, did n't drinking water boat, sailing guys acted like doing favor let boat, windsufing instruction nonexistent guys nerve ask bring food buffet.with new management place great, present state certainly not five-star property,  ",1
"anniversary surprise, booked night stay husband wyndham esj 20th wedding anniversary surprise husband, guessed real surprise going, called wyndham esj make dinner reservations set-up room surprises husband arrival date anniversary august 27th, receptionist told contact wyndham request member personally request exactly wanted room set-up, spent 20 minutes filling forms requesting special items placed room, great idea thought, arrived hotel went straight request desk holding membership card hand, gave membership card waited gentleman punched number, sorry no record told, check-in main reservation desk, okay little bump road nothing major thought proceeded reservation desk, specialist confirmed reservation asked check dates stay, excuse said n't right, supposed staying nights 27th 30th, oh no sorry overbooked hotel final night cancelled, surprise, happy anniversary, course husband saw slowly having major melt-down came defense, minutes no resolution situation said given wonderful room ocean view best make mix-up, waited reservation lack thereof gave key room decided unpack relax, course thinking price paying looks lobby gorgeous room wonderful just described, mold air conditioning vent cigarette burns carpeting broken wood slats window wonderful room wonderful, not mention room smelled like dirty socks, best hate worst, make long story short possible checked intercontinental couple doors going send night stay, ended impressed staff hotel immediately booked nights instead, returned wyndham esj cancelled existing reservation headed intercontinental anniversary trip ended better started, advice considering wyndham esj ahead make sure did n't overbook reservation surprised,  ",1
"run n't walk away hotel wife reservations allegedly 2/4/05 2/5/05, arrived told hotel overbooked did not room, calls confirm reservation, told transferred hotel away parade route mardi gras parc st charles pay nights stay, hotel unwilling helpful transition, arrived hotel shower toilet not working, arrival home logged online account charged nights, point,8 calls hotel management speak managers, no calls returned, contacted best western corporate allegedly looking situation, oh ended, tonight logged account charged nights stay, charged 850 hotel stays hotel spend night, management completely incompetent unwilling help, not stay hotel,  ",1
"fortune fortune house fortune house condo hotel, furniture like dorm-room style couch metal frame stained removable cushions, no amenities, no services, no wireless internet rooms lobby, hotel relatively safe room clean, bed cheap, no tv bedroom living room, not want stay,  ",1
"dont waste money, boyfriend thought picked maybe best hotels dallas stay 21st birthday night sadly wrong.. hotel pretty nice things inside say service horrible strarted told ghost bar swimming pool pretty excited.. got valet stand right outside door really nice gave 20 tip and.. usually did went inside check not crowed took long time check finally kept talking ghost bar saying, finally got room nice pretty view stayed wonderful room, got dressed check pool saw cool pictures online finally went floor check informed pool having type construction going pool no water went stairs ask going desk said no idea pool like late check till 2:00 day swim left finally okay went room saw snacks room called desk ask snack room said told bday snacks beverages room free ended course eating getting drinks ghost bar dressed pretty nice bf ended bring flip flops dont know okay looking ones outfit looked pretty nice got list bday couple free drinks ended not letting bar bc shoes barely not really bad.. told casual dress code wear dress shirt did dressed up.so got bc flip flops food drinks turned not free lied opened pool day leave 12 valet men noticed alot went car bc glove box open noticed alot stuff car seat guess tip wasnt good, run bfs credit card 300 extra dollars right left saying ended no getting special deal going memorial day said days day guess didnt,  ",1
"not book, folks word warning booked night hilton times square way houston, booked smoking room mistake smelled like ashtray, service restaurant mediocre best, good thing hotel reception manned efficient personnel, better choices manhattan money spent millenium plaza example said review,  ",1
"not fall hell location convinient hotel location believe not worth, terrible service terrible staff attitud did not help cellphone, ruined staying florence, traveler hotels world seen terrible service, located hotels,  ",1
"horrific customer service crisis stayed du cadran nights total adequate, room miniscule customer service inconsistent best icing cake morning departure mini safe n't open eventually man came room angle grinder retrieve belongings, minutes waiting passports personal items rescued extremely unsastisfactory encounters frontdesk staff blamed inconvenience, belongings significantly damaged workman attempts cut minisafe open desk staff refused recognise maintain not fault.the morning turned horrific fiasco not hotel staff took responsibility transpired asked talk charge directed contact hotel manager conveniently unavailable staff not contact behalf, situation denigrated hostile situation resulted nearly missing plane.i return hotel experience marred enjoyable holiday,  ",1
"wins prize bad service, know dominican republic probably cheapest vacation spot caribbean service not great didn__Ç_é_ expect treated like queen price tag 1,500 inclusive 7-day vacation, 3rd time punta cana time writing vacation review want people know expect god forbid decide resort, feeling no charge no cares, problem prepare likely won__Ç_é_ resolved and/or escalated, problem like did room got room midnight nigh hasn__Ç_é_ cleaned don__Ç_é_ bother calling font desk busy signal redial 10-15 minutes finally getting, tell desk room dirty no towels no water ask want, ask send clean room, 30 minutes later it__Ç_é_ 12:30 no comes, busy signal 10 minutes later repeat request, 30 minutes later shows bed sheets no towels, towel trip takes 20 minutes__Ç 2:30 finally sleep.some rooms old that__Ç_é_ hotel try, experience nasty smell room public bathroom-like old bed covers non-working air conditioner non-working ceiling fan non-working shower, immediately try change room, does rooms bit better old ones, desk smile say nothing, no rooms__Ç, course tell it__Ç_é_ impossible room no air conditioner no shower, smile say no rooms__Ç, you__Ç_éÈe well-trained ask desk clerk speak manager, sure manager 2 days no meantime.it__Ç_é_ funny tell stories you__Ç_éÈe just want comfortable relax it__Ç_é_ really frustrating that.these just examples endless frustrations experienced 7 days stay, examples food restaurants not eatable just stick buffet.- buffet resort prepare stand lines breakfast dinner 30 people, shortage towels beach forget getting towel 3 pm nightly entertainment is__Ç bad frustrating nothing evenings.- pay additional safe key 15 check robbed stay hotel room taking shower, don__Ç_é_ stay floor robbed forget lock balcony door night.- towels room worn out- bring hair conditioner body lotion hotel provides shampoo bath gel, want bring ran hell shampoo bath gel showed use soap strongly recommend not choosing resort traveling punta cana looking frustrated people daily desk hotel figure weren__Ç_é_ ones,  ",1
"absolutely horrid hotel absolutely horrible, second thought n't hotel-after days hotel came boils skin bug bites got barber told got lice, back..even paid let paying, joke place,  ",1
"standards gone downhill katrina stayed hotel previously katrina flooding new orleans, receding flood waters gone sense service quality, recent stay major let, started check gold preferred starwood platinum 2 nights expected checked right away room available room upgrade, arrived hotel 2pm, promptly told room not ready leats 4pm maybe later, told upgrade room patio actually reserved class room really no upgrade, called manager discussion promised room 4pm 3 times desk finally visit room 5pm, frequent stay guest not given courtesies expect loyal guest makes wonder continue aloyal guest, got worse days, loud drunken people room door fine were'nt making noise 3:30am nights row hotel guests kept calling security soemthign, walls paper doors not insulated, loud guests courtyard hallways rooms easily heard wake sleep, dont stay need rest conference, stay,  ",1
"not good checked asked room track said dollars, said okay got room notice big tree blocking track, ball game nice track, got game monday 1015pm thought drink bar eat surrounding area not great closed like not opened, wife saw sign said 50 percent come visit store store closed months, check time started banging things hallway knocked door, got asked time check said 10 11 said 10 11, oh yeah pressure shower bad, n't waste time,  ",1
"disappointed booked room nights lousy noisy night small untidy mouldy room, not cheerfull experience hostel promised, neigbourghs stopped making noise 5am constructionworkers started 7am, rooms weren__t websitepictures showed, junkies pickpockets lurking tourists right outside hostel door, winston wasn__t cheap, better accomodation money eventually did,  ",1
"horrific experience long ride amalfi site seeing way family entered lobby hotel cellai somewhat taken aback, website viewed booked not realizing, registered went family member room, room size small walk-in closet old dark hot stuffy, went rooms double rooms just little larger small single equally dark old stuffy hot air conditioning unable reasonably cool rooms, group agreed not stay tired unappealing uncomfortable hotel, luckily lovely hotel street hotel carolus expensive cellai, great surprise able accommodate, rooms bright cool tasteful, thank hotel carolus cellai group not not able, hotel cellai needs update website realistically,  ",1
"surprised people praise, booked hotel based price precisionreservations.com location trip advisor reviews, quite disappointed, great location possibly nicer hotels just centrally located exploring madrid.reception extremely unhelpful, no assigned place car stop order leave luggage unless want block traffic curve little street hotel hotel considers off__Ç place, husband driving stopped quickly leave heavily pregnant order car way not block traffic left no doorman bell boy showed help luggage not lot expect hotel claims star near hotel difficult specially we__Ç_éÈe talking traffic-jammed gran, given tiny room king sized bed, bed occupied half room hardly, asked room, rooms 2 single beds available moved, second room nicer larger better views.breakfast limited food selection, bar reception lobby restaurant dÄcor bit worn decadent.on morning leaving receptionist started calling room quarter noon make sure leaving room, called 12 sharp ask going downstairs ok maybe hotel no excuse inconvenient guest short not stay, probably try hotel las letras tryp block away gran,  ",1
"terrible resort husband extended family members stayed resort days beginning july, 25 travelled culturally diverse group, felt resort falls short 5 star rating areas, start trip disaster written, arrival airport tour company supposed provide transfers hotel airport sent small minivan 20 guests arrived flight, people fit van rest told cab pay receipt desk reimburse got hotel, arrival hotel course desk people know nothing refused pay trip, later trip discovered fact common practice people trying receive reimbursements desk, n't fall scam tried check asked wanted upgrade royal club aditional 15 usd person day, sounded like great deal travelled roayl club check area opposite end property, informed received incorrect info price actually going additional 300, took look royal club worth it- not, main desk check acknowledgement staff misinformed caused waste lot time, desk staff unhelpful rude no takes responsibility, manager available speak, room average- no near 5 star rating, cheap linens towels small tv old bathrooms, minibar pepsi 7-up gallon water use brush teeth, minibar refreshed days eventhough left maid tip daily, beach beautiful, miami not different beaches, beaches crowded chairs people towels rest resort, resorts row share beach lot activity, want watersports make reservation soon arrive, people nothing available, beach noisy people.the food drinks terrible, beer- presidente usually great beer- watered kegs, tiny little plastic cups drinks bars spread far portions beach, food recycled day day, really disgusting food saw buffet night served breakfast no problem, restaurants not better disappointing, went property local restaurant called langosta del caribe night try good meal, no luck, setting restaurant nice food expensive 75 lobster average, best thing scheduled power outage, saturday night turned power entire resort hours, means no air conditioning miserable, n't know happens know possibility, overall resort bad left days, caribbean better grand flamenco punta cana, stay away,  ",1
"vacation hell secrets secret alright, arrived secrects 10/15/04, excited celebrate husbands birthday 12 year anniversary stay went wrong, arrived right hurricaine jeanne resort construction, dissapointed w/the customer service beach palm tress sadly broken dried food distance room, upgrade availible paid, unfortunately got food posining w/an ear infection caused stay room 4 8days called vacation, recommend resort couple, advise want pay sandals, husband ssg members resort sandals beaches,  ",1
"nightmare holiday, not favourite holidays, partner went july august 14 days, holiday didnt start thomson didnt star class premium seats paid 7 months prior upgrading people day, cabin staff rude, way hotel room basic end resort, maintance times things hanging walls, dont tell building works going rooms doors away not room, prepared loose weight food not cop good thing desserts, bar staff particular benjammin fab welcome highlight, strong mosquitoe spray, ponds resort stagnant place infested rentakil use try rid hotel 30 bites bad site doctor good way, meant not drink not sit sun unable beach spent time room building works going not happy bunny oh dont mention brochures night locals come trying sell goods straight centre hotel want eat going near rudeness arrigance sugest room service, trip swim dolphines sharks fab prepared long drive airport hour flight sea life place plain no aircon, amazing experience, say best holiday booking helicopter ride airport departure day, need book start holiday worth view amazing quicker, thing taxi takes suitcases drops airport leave unattended looking thomson rep knows nothing local police standing round,  ",1
"worst day life, surprised read great reveiws called grand paradise, start list terrible experience subject arrived hotel bags left outside started thunder shower bags clothes damaged, approched desk asked reservation ocean veiw not lady nasty told available, arrive lunch area 2:15 pm lunch suppose 3:00 pm lunch trays remove ones left placed floor people proceded food trays floor treated like animals no really paid attention residents, finally arrived room planed stay just night heavy rain room strong odor bed old dresser broken, unhappy person planing vacation not near place, terrible,  ",1
"overpriced unbearably rude staff grounds amenities resort absolutely stunning incredibly overpriced, boyfriend went off-season got great deal room ocean view guests hotel, eating drinking hotel ridiculously expensive medicore food unbearably bad service, minute checked staff member el conquistador impolite rude, staff feel like doing favor serving overpriced drinks food,  ",1
"horrible experience nasty food-do not eat, let say hotel resort huge beautiful, best beach barcelo bavaro hotels, plenty securtity feel safe.my problem hotel food, food horrible tried just thinking better experience, restaurant decent steak hours barcelo caribe resort, got sick food diarreha days, pepto bismal everyday left, got doctor gave prescription antibotics got virus eating food, dont know food not fresh doing sick, just want beach hotel plan eating not, sick need medication.also hardly knew english,  ",1
"overpriced smelly noisy rude boyfriend stayed memorial day weekend hotel extremely overpriced, hotel stunk food terrible people extremely rude, people let hotel did n't room ran hallways night yelling screaming, called reception advise situation nothing, terrible experience worst place stayed date backpacking hostels better, trust not come,  ",1
"n't word rubbish, granted stay brief just left bad taste.i checked late 10pm long train ride, it__Ç_é_ small dark reception keeping theme staff cold terms welcome gave, room given minute nyc standards kind generator industrial ac just outside window noisy 747 view brick wall no foot away, added right opposite lift suffer pinging revellers noisily stumbling night, time checked got cupboard tired argue switch getting early flight point decent establishment cared it__Ç_é_ customers reputation not designated guest room, fit storing cleaning equipment 350 night felt robbed, cap stepped shower 5:15am not pleasantly surprised hot water gone hike, terrible thing place got going it__Ç_é_ slap bang middle midtown manhattan seconds times square attractions area right doorstep, that__Ç_é_ place, staggered seemingly good reviews place got trip advisor, advised it__Ç_é_ no good,  ",1
"bad experience reading reviews decided stay birthday relaxing fun time, bad choice, think room stayed 6. sewer gas bathroom bad entered bedroom area, complained owners blamed smell family stayed previous night small child, know smell sewer gas caused bad plumbing not previous night guests, owners did n't express desire help opening window allowed lot street noise room, unable sleep felt disappointed cheated, know wanted paid advance not accept credit card reserve room, not recommend place worst experiences traveling, better slept train station,  ",1
"loved pr hated coral sea entrance ok elevator fits people atime floor feel bad horror movie rooms dirty sheets blankets badly stained, booked hotwire paid 85.00 night not expecting way amenities husband not hard hoped clean hotel not close, honestly sight smell rooms hallways sick stomach paying maybe paying 25.00 night hotel nothing, iwould stay beg price appealing not worth ruining trip stay, hand pr soooo beautiful visit beaches fajardo el yunque rain forest, dont stay coral sea,  ",1
"sultry contessa recently stayed hotel mona lisa, nice location quite, room older villa small nothing special long narrow bathroom, included breakfast good staff dinning room excellent, staff lead owner contessa__Ç sultry not friendly.the event caused grade hotel interaction evening wife travel companions early evening snack leftovers bottle wine common areas hotel, happened just outside residence, involved normal conversation not loud boisterous, emerged apartment stopped reviewed situation left saying word, shortly bartender arrived demanding know consuming bottle wine not purchased hotel, related sent query admonished not purchased wine hotel bar, needless say taken politely thanked time, not cheap hotel audacity owner make demand comprehension, recommend hotel stay,  ",1
"vacation nightmare mar, 3/07 mar.17/07 vacation disaster moment arrived left, encountered having personal belongings stolen husband flipped lounge pool irate guest suffered cracked ribs, staff not friendly especially gift shop, no personal resort speak english, pool area washrooms flooded days, no hot water hours 5:00 p.m. 7:00 p.m. said purge lines, people resort limited staff, nice room overlooking beach ocean dire need maintenance main door hinges toilet handle broken shower did n't work rained inch water bathroom, food not appetising usually cold, resort not 4+ v.i.p, brochure states, 4+ resort beautiful white sandy beach,  ",1
"loved punta cana hated hotel place not care quality going cheap, love punta cana plan year not stay, stay ritz cap cana, way spread, read reviews thought bad really oh, food terrible, fine hotel decide quality not quanity,  ",1
"flaws started keeping list hotel need complete makeover el conquistador, poster resort way past prime, good thing remodeling, things noticably good, lots bad, list starting good main complaint food drink prices, guess resort taking free market competition drives prices kind expect, el gone mad, 2-person meal wine 100 restaurants no bargain places, small drinks pool private island 8, no escape purchase over-priced bottle liquor wine make drinks, good luck doing beach private island, attempted order pizza dominoes pizza hut said el security prevents delivery, breakfast 25 does idea bad place, room chips stains including couch lampshades walls floors, small mildew shower, tv _jambox_ circa 1995 awful, particular outing ice 5th floor ice machine broken 4th floor, finally ice floor n't help notice stairwell light dangerous ice machines completely different, nitpick, yes, supposed 5-star resort.when trying rent car night hell car rental guy skipped 15 minutes early dooming night trapped resort, later rentals 24 hours 80 economy not worth it.the service not really bad incident waited 30-45 minutes corkscrew wine glasses asking separate workers finally bar near casino, took 5 minutes.there no wireless internet technophile like major pain, wired internet hotel room prevented sitting balcony laptop, internet 15 day.the gift shops overpriced pretty crappy, looked like shelves dusty random items placed shelves, separate occassions noticed cigar humidor doors sitting wide open dries cigars, bring own.the activities expensive, frankly did n't trust hotel provide good value money cancelled scuba diving session, private island cool guess ferries prompt fast recent improvement learned, horseback riders went point noticed n't beach walking slowly controlled single-file line, think going ride horse freely beach forget, beach nasty seaweed jagged coral rocks pretty attempted walk, hardly anybody water.the casino small no texas hold-em poker, just mindless games chance.all gift shops restaurants took paper records purchases, point swipable card gave not charge things room, way cards names printed black black background waiters service people ask, nitpick demonstration lack attention, added got annoying supposed having good time.the final straw place suckiness unexpected 132 charge people shuttle service airport, nothing worse hate completely unexplained unanticipated charges especially ones obvious money-grab.the best resort infinity pool technically limits el guests, las casitas people golf villas site, expect el staff nobody cared noticed just walked right, actually good.the line choosing resort submitting price gouging crappiness, travelling companion agreed puerto rico probably best 5 star hotel near san juan, way competitive forces able walk street twice-as-nice half-as-expensive steakhouse not mention things like rainforest tours scuba start positive effect.avoid el costs, seriously,  ",1
"star service star prices, not understand sheraton allows used run-down poorly-serviced property, company booked days assuring staying star property, moment saw garish silver red exterior felt property, inside worse lobby dark grimy, bell hops refused carry bags check-in unbearably long.but gets worse.like recent tripadvisor reviewers spg starwood gold member desk reviewed upgrade spg agreement, told n't participate program, sheraton standards way room carrying bags appalled condition hotel, carpets dirty mussed pulling away walls, room water stains walls bathroom furnishings ancient, complained desk incredibly rude.beijing bursting new quality hotels advance olympics, better options, options clean up-to-date staff does not treat customers contempt.i hate hotel olympic visitors arrive getting elevated star prices.if n't believe read reviews, wish somebody office read booking awful property.better two-star hotels exist beijing half price, sheraton needs clean facility current management, wo n't stay recommend avoid costs,  ",1
"place pretty bad, rooms damp dirty, water lines running walls moisture, bathrooms dirty moldy.stay away,  ",1
"nice price exactly pay, rate hotel 1 star price location near subway ramblas area.they gave room 111 terrible, hotel kitchen located right room nice wake early morning start cleaning dishes, furthermore cleaning noisy acoustic hotel, not finde capets tiles.the breakfast disgusting noisy, food low quality.we booked hotel not luxury needed cheap clean place sleep turned sleeping not easy.next time willing pay little extra better hotel,  ",1
"peckham amsterdam hotel miles amsterdam 30 minutes tram no right near central station attractions.the hotel clean tidy town not want return night tiles, resides industrial estate surrounded motorway fly-overs building sites, safe way return end day hire taxi going cost 20 euros time.the staff friendly unobtainable, whilst staying witnessed complaints customers breakfast frankly shambles, n't room hours key\lock broken did unpleasant smell coming toilet.when account taxi fares better booking closer centre amsterdam,  ",1
"setting new standards rarely business travelers privilege staying standard bearer hotel, surely standard holiday inn not look like, filthy nasty carpets non-existent advertised lounge dirty rooms drunks peeing outside building, place, including hookers elevators,  ",1
"place disgrace disgrace, great website old moldy mildrewing property.it looks budget hotel singles smoke want save money not caring clean nice mice,  ",1
"steal money-beware, hotel completely disgusting, actual beds stairwells not bad did not expect 5 star hotel, check friend split cost hotel paid cash rest debit card booked hotel, week later hotel charged cost hotel 200, fought speak manager finally admitted fault credited account money, weeks hotel charged room, incompetent called manager way not actually speak directly saying no proof, totally different manager spoke time apologetic credited account, bank attempted talk hotel tell proof statements, half paid card taken account 2 days later total cost room deducted hmmmmm, looks like hotels sketchy staff trying steal money, not stay, not book credit card money stolen, filed complaint better business bureau seeking compensation possible small claims court, hotel scam, protect friends, not stay,  ",1
"like stepping shabby 1980s just checked fairmont singapore used raffles plaza think, not impressed, singapore times visit hotel.booked corporate rate sgd305 plus local taxes night company preferred hotel not worth, check fine efficient friendly, great location really shabby decor dated.shocked graffiti doors hall way way room, not typical singapore.room 7th floor large corner room looks like scene 1980 dynasty need shoulder pads really fit, dated furniture dirty marked walls wall paper material like stuff wool stuck wall paper, lots gold coloured metal lamps dated battered furniture, air conditioning no adjustable temperature setting quite hot humid not good singapore.no wifi cable link costs sgd28 plus tax 24 hours just needed hour work e-mails, it__Ç_é_ sgd28 24 hours minimum booked 5 days checking tomorrow moving regular hotels street price less.if room sgd200ish ok. used decent singapore hotels stick conrad pan pacific mandarin oriental, rate cheaper comfortable modern better maintained.this booking taught stick tried tested favourites check trip advisory book photos follow,  ",1
"gave away pre-paid room 3 confirmation phone calls, knew music festival new orleans booked pre-paid room bookit.com called times ensure room saved late midnight arrival, called week ahead day day checked confirm reservation 2 adults child, times staff said no problem, arrived midnight desk clerk said not room 2 double beds given away, asked check upgrade available just night, said completely discovered room left 2 double beds.after spending 15 minutes desk sent room 10 mattresses boxsprings stored, returned desk employee said room king size bed oh way hide-a-beds use, work early sunday morning knew unacceptable, instead assisting finding hotel employee/mgr stated night, left reserved hotel near airport immediately, pre-pay room nor stay run hotel, not 4 star stretch imagination, desk staff lied person continually walked hotel 1 a.m. fortunately american express removed charge immediately statement helping dispute charge,  ",1
"real dump hotel real dump freezing cold room told heaters note hotel staff wearing scarves hotel offered blanket said not spend time room bed met staresmelly air smelled like fried foodbed uncomfortable= horrible sleepstaff friendly check care said checking day early days did not say sorry charged second night nothing manager doview paid harbor view room stuck dump pay city view sliver harbor windows dirty does not matterdirty dirty bathroom carpets fake designer touches shower curtain long takes half tub nice touchbest internet broken advised hour confusion business day trying messages leaving day internet cafe 5 minutes away, great idea nice tried charge internet checking 15 minutes told, internet broken need special manager approval not charge, real dump far worse backpacker bungalow stayed 100x cost, avoid,  ",1
"sorry arrival following confirmation air conditioning rooms escorted room nearly 10 minutes maze hallways stairs room actually outside main building adjacent structure, room air conditioning appeared room remained stifling hot hope avoid immediate desk moved.able room assured functioning air conditioning july temperatures excess 90f course thier main building mile closer lobby given acceptable room accomodate 1 2 nights reserved, arrange hotel senoir.are kidding, heard im sorry 25 times prior actual check morning.do not utilize hotel pierre time florence.thats thats,  ",1
