Review,Rating
"nice stay stayed hotel parents nights, really liked hotel, great lobby pool area, polite professional staff, rooms clean convenient decorated, good location,  ",4
"stunning stunning views did lot research choose hotel 4 nights hong kong way home month new zealand, came regretted, views hotel lobby baror harbourside room simply best hk hotel isliterally edge water, uninterupted view everchanging traffic water, important, hk really busy urban environment know, staying simply exit hotel walk waterfront away constant bustle, breakfast great food nothing speak hey hk restaurants,  ",5
"breakfast balcony, 2 bedroom suite, bathroom good mother, husband enjoyed balcony view 5th floor, suite spotless spacious, service warm helpful, breakfast vast available till 11.00am great late risers, took taxi airport roughly 30 euro, area felt safe decided not stay close la rambla, metro 2 blocks away right sagrada familia church blew away time passed, loved, able come long day sightseeing eating shopping lounge comfortably, paid 230 euros night 2 bedrooms slept 4. hearted recommendation,  ",5
"mindblowingly beautiful shangri-la group, stayed valley wing mum toddler just amazing.staff exceptional cleanliness brilliantroom just lovelyhave stayed singapore times just best step buzz singapore just minutes stay hotel south east asian luxury tranquillity tropical beauty.do n't wrong stayed luxurious hotels valley wing just gem, understated unpretentious discreet footballers wives feel just feel everthing hotel rooms perfectly thought point supplied small packets laundry powder room washing underwear needed.if u looking haven midst vibrant city,  ",5
"mixed feelings ok. off.. 1st time country vacation wife i. excited, got punta cana airport, big shock, open huts large huts, not organized, kewl.. soon traveling hotel, eye opening experience, hear 3rd world country.. different thing, people friendly, arriving occidental ok feeling, going main lobby ok. checking ok. headed room.. issues started, key n't unlock door, worked, suppose king sized bed got 2 twin beds.. middle room, called office said day, said ok. used bathroom.. toilet n't flush, laid bed wife decided cold pulled blankets down.. large wet spot bed, lost, called office travel agent told new room plane ticket home, 30 minutes new room, sunday night tired bed, woke monday morning.. not hot water, oh joy, called desk told fixed hours, believe, note dealt deck felt like bothering did n't feel got great service people, people great, ended waiting.. till tuesday 11:00 till got hot water, n't pretty thing, later tuesday lot power water completly, did fairly quickly, ended losing power 4 times 48 hours, fun fun fun oh yeah not pick phone room, collect calls homes.. went check handed 89 phone calls, nearly lost, long story short.. yelling bit.. did n't pay, try charge, n't look it.also n't leave food room, ended having ton little ants room, controlable food brings like crazy complained lot.. did enjoy, cause say dominican, probably not occidental maybe, buffett restaurant good, ate really week actually, selection tough fussy eater like went hungry, thought people worked hard, food good, pools really nice, 3 felt crowded, beach fantastic, water incredible nothing say wow, worth trip actually hot, new england humidity summer nothing like, ocean breeze nice bearable, bring sun screen aloe, burt twice, say neutral occidental, people fun try really hard, n't tip think got better service buffett restaurant resturants, chance not sure, time.i hope helpful, just know getting, ideas learned, thanks,  ",2
"thanks tip, looking stay partner venice thought tripadviser say, 3 star hotel 3rd list just went, reviews spot really good value great location.the location good meant saw, stayed just st marks square not sights wonderfully lost lanes.we offered upgrade accepted room good 5 start hotel rooms stayed uk overlooked grand canal, staff brilliant breakfast continental simple good,  ",4
"great place stay hi australian guy stayed june 5 nights second time stayed staff just friendly helpful, rooms comfortable room rates good hotel positioned things, forgot mention breakfast great, going 2006,  ",4
"better just got week seattle loved minute, pacific plaza good buy use improvement, 8th floor heat builidng rise room, room non-smoking internal ventilation draw smoke rooms, staff courteous helpful location good,  ",3
"decent rooms small- hard time thinking room smaller, clean good location- central things, staff so- not overly friendly, initially gave floor room quite loud street- did agree change, charge 7 euro use internet- went internet cafe, not bad place just going sleeping spending decent time hotel consider places small room, elevator did n't floor lobby day checking out- carry suitcase flight stairs- price pay certainly n't,  ",3
"fair warning, read hotel le cirque site booked unfortunately went forewarning suppose, let outside, decent location- literally street streetcar stop, walk convention center not night, lobby overall decor pleasant obvious old hotel major renovations, room ok. extra guests not, referring ants, night raining pretty badly figured ants near nightstand understandable, plus tiny really harmless did n't want bother, second night noticed slew garbage literally swarming discarded candy wrapper, rush assumed maid common sense exterminator came make beds later morning, no night, finally called room changed literally biting, overall hotel ahead caution, n't bad hotel se, desk staff actually quite helpful polite attentive needs, accomodations aside ants clean actually average holiday inn, think twice staying,  ",2
"horrible experience not stay, far worst resort punta cana, reason sold discount, couple philadelphia recently stayed week, list problems long highlights air conditioning cigarette smoke coming did n't work week* apathetic management did nothing fix rooms told manager miguel problem laughed said care paid* unsanitary conditions food guests sickand list goes on.. beaches punta cana unbeatable favor stay,  ",1
"ok just looks nice modern outside, desk staff n't particularly friendly, corridors dark smelt steam cleaned carpet maybe good thing, hotel right space needle thrilling pulled mins walk away, unfortunately room rear view buildings parking lot, rooms space needle view.there no hotel laundry suprising larger hotel.hotel restaurant mistakes menu ordering new guy think numerous items left tray room service breakfast, phone promptly delivered,  ",2
"location.. staff service.. good happy hilton berlin, quick weekend night easter, upgrade jr. suite executive lounge, room clean nice, not modern nice, room clean fresh flowers, bathroom small size ok. ex lounge not large did not run problems getting place sit, free drinks snacks day, free internet, location hotel right city center u- bahn station, 15 min walk check point charley sights, staff helpful.. effort make stay nice.. check got hotel early room not ready yet. given access ex lounge breakfast got room held bags.. easter hilton easter holiday hotel booked, happy easter bunny room, easter candy outside room, 2 bunnies egg candy.. nice high end candy, nice touch, breakfast included main restaurant set temp, place eat event halls sold night easter sunday, large spread.. order station.. items cold service not best, tell called backup staff, think not free included not happy, nice hotel deals hotel, location best clean quite nice hotel..,  ",4
"dirty budget bed bugs stayed good friend 7 days jan. 10-18, say place dump understatement, shower floor wasnt curved water ran right bathroom room given worst room entire building, plan staying not stay d section, things hotel cleaning came 3 times 7 days seriously doubted cleanliness sheets pillows towels.you think im over-reacting little right, think again.. make things worse.. friends just emailed saying rash body cant say rash hotel arena wouldnt discount fact, judging cleanliness room hotel cleaning bathroom pillows towels budget cheap wellword wise not stay here.. pay extra money stay quality place.. know time.. p.s, staff overall pretty rude,  ",1
"friendly convenient location good, single room ok clean walls need redecoration, cheap decent furniture, clean bathroom plenty towels soap shampoo shower gel.breakfast nothing special juices cafe cereal jam bread croissant,  ",3
"small good value spent nights pacific plaza not overly impressed hotel room perfectly adequate needed, bed quite comfortable pillows small bit squished, room contained queen-sized bed large upholstered chair medium dresser large television set, bathroom small clean fresh towels soap provided day, happy hotel price paid, enjoyed coffee shop main level visitor lobby complete free internet acessible computers wonderful, staff friendly majority guests, definitely stay,  ",4
"warned, just returned stay hotel la playa, website various web reviews sound like decent affordable place stay isla verde, highly disappointed experiences hotel, no oasis website claims, rooms dirty sheets dirty spiders mosquitos ants room/shower mattress flimsy, difficult hot water shower no water pressure, complained problems person desk acted nothing, learned hotel uses solar power heat water cloudy day n't expect hot warm water shower, final warning bar area loud able hear room trying sleep,  ",1
"great location downtown currently staying mayflower park hotel, husband son stayed night arriving seattle, returned stay nights end travels flying sea-tac airport, contact hotel directly rate got cheaper going directly online aaa discount mayflower nice older hotel right heart downtown seattle, add hotels near location expensive just 6 blocks away cheaper cheaper mayflower land desirable location, mayflower old building renovated 90 clean decor like saying fancy mother laws house single bedroom small night fine barely fit luggage portacrib..this second time delux queen room upgraded free great size, bathrooms rooms nice clean tiny tastefully, desk really warm friendly restaurant bar site great, hope enjoy,  ",4
"favorite 11 nights waikiki stayed 4 nights.ok first~ drive check drop car, like entrance parking garage no, lobby, real, walk past parked cars taxis check desk outside parked cars, weird, outside parked cars no atmosphere, good like suite set partial ocean view construction site pool, area mini frig, liked large rooms bathroom big, roy restaurant elevator dined sat overlooking busy street, ugggg beachwalk attached hotel nice, shops restaurants, abc street near elevator convenient, morning breakfast buffet included rate great, food good, bad huge construction site door, read online did not sink hello read lips huge construction site door, visual realm, ugly, saw went balcony heard come monday morning, went pool heard jack hammering, not stay want peace quiet, street hotel remodeling, leave hotel pray nothing fall car construction sites wished stayed, apologized dh charge hotels, embassy hotel beach, lot children parents hotel.the day spent pool, filled children, n't dislike kids not scene, kids n't mind construction sounds~ hotel,  ",2
"dangerous visitors dominican republic know resort dominican republic government no safety standards procedures place emergencies.i resort december supposed 4 5 star really like 3 best american man drowned waters no lifeguards duty waters dangerous, undertow currents strong, warning red flags n't notice unless looked did n't know red flag meant not think stay water, lots water too.a canadian man tried rescue american no help staff swept away ocean currents, n't think terrible experience return dominican republic know safer family, heart goes families american man canadian hero tried save,  ",1
"ritz new orleans overlooks small stuff stayed hotel twice katrina think ritz not great says, beautiful lovely lobby public spaces attention housekeeping staff disappointing.not toiletries replaced 3 night stay coffee water, requested specifically coffee bathroom supplies bottles shampoo arrived, no soap no coffee, friends staying different room got chocolates newspaper rooms, yes does sound petty guess little things count, think stay price right 179 night does make think twice staying la quinta 1/3 price,  ",3
"nice hotel nice rooms friendly staff, location not good stayed closer fishermans wharf, parking 20 day expensive think just corner large parking costs 10 day,  ",3
"better, stayed 5 nights hyatt regency waikiki thanksgiving week, choose hyatt we__Ç_éÈe gold passport members hotel brand consistent years unpleasant surprises generally favorable feedback tripadvisor, normally room upper floor king bed king beds appear far hotel making upper floors king difficult, received room 5th floor advice receptionist check morning upper floor king room available, room warm arrived assumed unoccupied just turned ac left sights, returned room temperature not comfortable got warm later night, tried turn ac on/off reset no luck, tried turn fan auto high didn__Ç_é_ make apparent difference, called desk morning upper floor told wasn__Ç_é_ available asked fix ac, maintenance did come room quickly told just leave fan high unit wasn__Ç_é_ sensitive room temperature cut auto setting, told turned 60 fan high didn__Ç_é_ work said wouldn__Ç_é_ 60 cool eventually, night better not great, called desk 3rd morning 5 night stay no upper floor available just gave, hyatt__Ç_é_ response issue calling back__Ç that__Ç_é_ not expect hyatt, normally care finding resolution instead putting customer i__Ç_é disappointed location__Ç_é_ customer service, ac/customer service issues hotel older property public areas relatively maintained location beach good, older property shower/toilet area like days gone-by bathroom door barely open hitting toilet tub making area tight squeeze person, dressing area bigger large closet people navigate area interference, oddity noticed sink/counter height looked like designed munchkins, we__Ç_éÈe not short little awkward functional.i emailed hyatt general manager week detailing disappointment stay didn__Ç_é_ receive response, thought want know looking tripadvisor feedback problems not representative guests, just unfortunate milestone anniversary celebration wasn__Ç_é_ perfect reason select accommodations return hawaii,  ",2
"mixed review just returned 1 week stay bahia principe hotel, pros cons staying resort.pros 1 immaculate resort beautiful 2 nice rooms maintained 3 lots amenities 4 great food lots food choicescons 1 big resort week, 2 hotel staff not speak english including ones desk suppose help, 3 rude abrasive staff desk, 4 cater european guest american guests, 5 slick slippery surfaces, highly polished marble lobbies looks great gotten alot rain accident hazzard, marble rooms slippery guest fell crashed throught sliding glass door.all satisfactory vacation lasting memories mishaps comedy errors happened,  ",3
"best place relax boyfriend stayed secrets june 11-18 wonderful time, hotel beach beautiful staff consistently way you.arrival picture plane buy fly home, buy tourist card 10, reading reviews forgot bring pen, kind confused picked luggage pointed right direction transportation hotel, ride hotel bumpy yes, ridden donkey secrets n't changed exciting country.check accidentally taken excellence club, realized mistake informed told use excellence club, really nice room building 6 ground floor garden view, opinion best room hotel close did n't walk steps huge private patio room cleaned early day, beds really hard, jorge works excellence club agreed, hotel credit trying fix problem adding extra blankets sleep time pack egg crate similar, food breakfast great, got meet felix told famous, salmon sushi/chinese restaurant smoked salmon not fresh, enjoyed eating restaurants texas steakhouse, picky red meat, room service took 45 minutes, fyi secret dressing ceasar salad includes anchovies big huge anchovies, beach just beautiful, did n't think waves rough comparing beaches north south carolina, water clear, pool beautiful, party swim-up bar, lots people smoke pool lot cigarette ash floating, yes people hog floats hog time kinda crazy, excursions caribbean festival booze cruise 2 snorkel stops, second snorkel stop lets swim string rays nurse sharks, lots fun, saona island long bus ride, 3 hours eay felt like stop hotel way pick passengers, speed boat ride snorkel location swim starfish island, did n't enjoy speed boat ride, boat kept slamming felt like flying moment, painful, hours island took speed boat catamaran sailed, n't reccomend trip felt beach better secrets no sharp shells walk ocean, just takes way long, left hotel 7 got 8 pm.our bad luck decided stay extra day like good idea time day boyfriend broke foot saona island trip playing volleyball, did n't ice advil pain quite, luckily able use wheelchair hotel, stayed extra day change flight, arrived airport flying philadelphia instead charlotte not sure happened, took work got flight changed, flight charlotte later day sit airport 4 hours, despite bad luck 2 days wonderful vacation highly recommend hotel,  ",5
"excellend location just returned weekend owl hotel hotel lovely, clean tidy quiet, just 1 minute walk leidsplein quiet street marriot hotel 2 minute walk museums, convenient sightseeing amsterdam, visited amsterdam 1 night brother chose hotel trip advisor reviews, carpets brand new room good size, paid 130 euros 1 night room including breakfast thought excellent value, not expecting breakfast lovely continental spread cheeses different breads, overall say probably good option sightseeing amsterdam absolute recommending hotel basic stay amsterdam,  ",5
"wonderful resort nice resort beautiful gardens good rooms.bathroom bigger beds average size.staff amazingly friendly smiling norm bali breakfast.hotel pool shallow swim.located beach nice views enjoyed chairs,  ",4
"unhelpful hotel long flight form uk met 3 members staff checking tried best not deal me.they rude unhelpful said staff 9th floor resturant.the rooms clean comfy not worth money.the staff ruder morning checking out.if want stay hotel thats run staff place certinaly wont,  ",1
"sure read just got yesterday wait post review place reading past 3 months, stayed sept 14 sept 21. room number 2153. 3rd inclusive vacation, iberostar punta cana barcelo riviera maya, vacationed alot past usually rent condos houses florida, single travel alone.first want say posts suggest europeans rude, u.s. think rude people come countries, not discriminate, used gogo tours, transfers smooth no problems, used mercedes vans nice, pulling resort impressive, check no line immediate, asked floor room got 3rd floor, 4, inquired phone card buy lobby use lobby phone, said dont anymore, offered use booth desk charged 2.50 minute, 2 short calls costing 6.00. thought fair, brought room, extraordinary clean, nice furniture marble, probably nicest hotel rooms, hotel close lobby really look hard right water, access path bricks constantly carried employees carts resort making noise, tv worked channels english, nice jetted tub shower sinks, mini bar stocked fridge room does not cold, iced sinks cold beer, did like brahma beer, pilsner good ice cold, chairs balcony kept coming apart, arm kept coming socket, used, did notice hard beds, sheets pillows blankets wonderful biggest problem place no way lock door maids drink re-stockers, 1st night used not disturb sign kept door morning, breakfast went orientation gogo tour guy, came room got ready beach, guess maid didnt like fact sign door morning, cleaned room morning took sign left clean room soon possible sign, need, morning got beach early, left note maid replace not disturb sign, did not, day came room note gone 2 clean room signs hanging door, didnt evening, morning 9 asleep maid knocked door, said away came right said hola oh sleeping, duh got took shower, wearing towel getting clothes drink re-stocker decides come in.. told away, asked dont want re-stock fridge, said no thought not naked, going beach getting room cleaned fridge didnt re-stocked, went desk evening requested propper sign hang door, got dinner, day re-stocker guy left 2 beers, guess didnt like telling away, time came used sign continuously, doesnt yelling outside door waking early hours, quieter not yell slam doors 9, late night want sleep vacation right ok let positives, beach best, like shipwreck coast resort, sand nice plenty shade sun prefer moment, nice weather day little rain couple nights, food dinner buffet pretty good, did not like wearing long pants dinner, went walking night pretty sweaty wearing, not wait shorts ate, tried eat healthy fish veggies, breakfast needing little help, dishes scrambled eggs like soup, bacon looked like moving, like cooked, like hash browns breakfast not french fries, didnt really come gorge really enjoyed sports bar, did not pay 3 dollars cost play pool, guess free nobody play busy, night got ordered margarita, yummy bartender asked wanted sad no switched beer, fell stool took lime used glass container came, wow, didnt lick guess ok. lol, did not try 24 hour snacks fridge, scared, did try slots 20 bucks, dont pay not suprised, note just vegas 2 months ago.the time went pool burnt feet walking, figured wear flip-flops edge, warm, used little, like beach better, brings problem, used cooler cup beach beverage cold plentiful, nice worked days, 5th day went asked pool bartender diet pepsi looked said problem people deliver diet pepsi beach, said not problem, proceeded ahead cup, said salute, beach chair filled orange drink, ok knew wanted, thought place inclusive, not spare cup soda, guess not recycle limes let add people working nice, tipped, just couple took guard did not excursions resort, figured payed stay, did catch michael jackson macao door, good, shows seen resort, good guests participents, funny laugh, shows lip-sinked thing, did not make till end pretty bad, definatly worth seeing view beach north, good walk worth, left resort bend beach, just wanted, mistake not bringing camera breathtaking mountains background did buy t-shirt shops 10 dollars thought good deal, did not try ala cart restaurants, wish didnt want deal wait morning schedule meet, pleased dinner buffet, ok leaving, yesterday morning packing suitcase noticed broken strap carries attached bag american airlines did not notice picking airport, bus driver took gave bellman resort, bellman brought room shelf stayed time, oh-well, second time used suitcase new, obviously picked strap instead using handles, plastic buckle broke know knew did, course not going let know, leaving let bellman bag store ride arrived, 30 minute wait, rolled total 20 feet looked dissatisfied didnt tip, turned keys pool card person desk just said ok. said thank, needless say probably renting condos houses florida hope post helps, p.s, flight miami offers good views bahamas.. took pictures plane way,  ",2
